abandon,"動詞,放棄,名詞,放縱,放任"
compendium--0,"簡要,概略,記法,全部,懸,掛,把所有東西串起來摘要,提綱"
compensate,"動詞,補償,賠償,酬報"
compensation,"補償賠償物,補償賠償金"
compensatory,"賠償的,補償的,補充的"
compete,"動詞,競爭,對抗"
competence,"名詞,能力,勝任,稱職"
competent,"能幹的,勝任的,有權能的,足夠的"
compile,"動詞,匯編,收集,資料等,編譯,程式"
complacency,"自滿,自鳴得意,這些女孩讓我生氣的是她們的自滿想法她們似乎根本沒有擴展知識面的願望"
complacent--0,"滿足的,自滿的,得意的,全部平靜滿足對自己各方面都很滿意"
complain,"抱怨,埋怨,控拆,不滿"
complaining,抱怨
complainingly,抱怨地
complaint,"抱怨,訴苦,抱怨,怨言,申訴,控告,疾病"
complaisance,"彬彬有禮,殷勤,柔順,例,他說話彬彬有禮,類,柔順的不是難處理的熟練不是笨拙的,反,粗野,固執,彬彬有禮,殷勤,柔順"
complaisant--0,"彬彬有禮的,殷勤的,柔順的"
complement,"動詞,補充,補足,與,相配,名詞,補充物,補足物"
complementary--0,"補充的,補足的,配套的,飯店早餐"
complete,"完全的,熟練的,完成的,完成,完工,使圓滿"
completely,"完整地,完全地,徹底地"
completing,"完整的,全部的"
completion,"完成,完結,結束,完美,完全,完整"
complex,"合成物,情結,復雜,復雜的,合成的"
complexity,"複雜性,錯綜複雜的狀態複雜的事物"
compliance--0,"順從,依從,服從,按照,一致"
compliant,"順從的,傾向于或愿意遵從的,參,柔順的,懇求的,服從,聽從"
complicate,"弄復雜,使錯綜,使起糾紛,變復雜"
complicated,"结构复杂的,混乱的,麻烦的"
complications,"併發症的複數,中醫,並病"
compliment,"稱贊,恭維,致意,稱贊,褒揚,恭維"
complimented,"讚美的話,恭維,敬意"
comply,"順從,遵守,遵守,服從"
complying,"對要求,命令等依從,順從,遵從"
component,"組件,組成部分,分,分量,元件,組成的,合成的"
compose,"組成,寫作,作曲,使平靜,創作,排字,編寫"
composed--0,"鎮靜的,沉著的,平靜的,她在整個葬禮中表現得異常平靜"
composer,"作家,作曲家,設計者,著作者"
composit,合成
composition,"作品,作文,樂曲,寫作,作曲,構成,組成,成分,結構"
compost,"堆肥,混合,合成,施堆肥,把蔬菜等製成堆肥"
composure,"鎮靜沉著,自我克製類謹慎的人謹慎鎮靜的人鎮靜沉悶的使人失去精力擾亂的使人失去鎮靜"
compound,"形容詞,合成的,複合的,動詞,使惡化,使混合,使合成,以複利計算,妥協,名詞,混合物"
comprehend,"領會,理解,包括,包含,由,組成"
comprehended,"理解,了解,領會"
comprehensible,"可理解的,易於理解的"
comprehensive--0,"全面的,廣泛的,能充分理解的,包容的"
compress,"動詞,壓,壓縮,概括,精簡,名詞,消炎等用的,溼敷布"
compromise--0,"妥協,折衷,折衷案,和解,妥協處理,危害"
compulsion,"強迫,強制,難以抗拒的沖動,不能克制的欲望"
compulsive--0,"難以抑制的,強烈衝動引起的,強迫性的,強制性的,說謊成性的人慣匪飲食無節制的人"
compulsory,"強迫的,強制性的,義務的"
compunction--0,"良心的責備,悔恨,內疚"
computer,"名,詞,電腦,電子計算機,計算者"
concatenate,"記一起,鐵鏈,使鐵鏈到一起連接,共同,貓,吃十只貓共同吃飯,貓雖然不是人,但是也得守規矩,吃飯的時候要排成一串,連結,成一串,參,連結,一連串,反,分開,連接"
concave,"記共同,洞,洞的共同點是凹的,凹的,凹,凹面,參,凸出的,類,勺子的形狀是凹的刮刀的形狀是平的,凹的,凹入的,凹,凹面"
conceal,"隱藏,隱蔽,隱瞞,隱蔽"
conceals,"隱蔽,隱藏,隱瞞"
concede,"承認某事屬實,合乎邏輯等,尤指勉強地讓與,讓步,允許"
conceit,"原義想法,意見,自負,幻想,狂妄"
conceivable--0,"可想像的,可能的,構思,想出"
conceivably--0,"想得到地,想像上,以為"
conceive--0,"構思,以為,持有,懷孕,考慮,設想"
concentrate,"集中,集結,濃縮,集中,集結,濃縮"
concentrated,"集中的,濃縮的,全神貫注的,全力以赴的"
concentrated/low,集中/低
concentration,"濃縮,集中,專注,專心,全神貫注"
conception,"思想,觀念,概念,懷孕"
concern,"涉及,關系到,使關心,掛念關系,關心,掛念"
concerned,"掛慮的,擔心的,有關的,參與的,關心的"
concerning,"關於,與,有關"
concerns,"關注,擔心"
concerted,"記源于音樂會是需要很多演奏家配合的,商定的,共同計劃完成的,互相配合的,例,采取一致行動,反,單獨設計的,商議定的,協定的,樂協調的"
concerto,"記,音樂會,結尾的單詞一般是意大利語,表示音樂,協奏曲,協奏曲,由交響樂隊與一個或多個獨奏樂器演奏的樂曲,一般分為三個樂章,協奏曲"
concession,"名詞,讓步,讓予物"
concessions,讓步
conciliate,"安撫,厭惡或敵對情緒,調解參,有睫毛的,有纖毛的,反,使煩惱,激怒,激怒"
conciliatory--0,"撫慰的,調和的,字根,協商"
concise,"簡明的,簡潔的,簡要的"
conclave,"記共同,山洞共同聚在山洞裡開會中間的象征教皇的權杖,秘密會議,家庭會議,源原指在天主教選舉的秘密場所中,紅衣主教聚在一起選舉新教皇的會議,區,凹的,秘密會議,天主教教皇選舉會議,紅衣主教團"
concludes,總結
concluding,"最後的,結尾的"
conclusion,"總結,結束,決定,結論"
conclusive--0,"最後的,結論的,確鑿的,消除懷疑的"
conclusively--0,"決定性地,確定地"
concomitant--0,"伴隨的,同時發生或共存的,例,隨老虛弱年而來參,禮貌,美麗動人的"
concord--0,"一致,協調,國際的,和睦"
concrete,"水泥,混凝土,具體的,實在的,水泥的,使,凝結,使,結合"
concur,"意見相同,一致,記法,共同,跑,一起跑"
concussion,"記共同,震動震蕩,腦震蕩,大腦因受猛烈撞擊而造成暫時或長期的功能喪失,強烈震動,參,撞擊,震動,討論,激動,沖擊,醫震蕩"
condemn--0,"判刑,責備,處刑,聲討,譴責"
condemnation,"譴責,定罪,反,認可,提升,贊美,頌詞,譴責,指責,定罪"
condense,"使濃縮,摘要,縮短,濃縮,凝結"
condescend--0,"記共同,向下,爬全部向下爬屈尊俯就,屈尊俯就,自己把自己降到劣等的地位,施惠于人,懷著優越感對待人,例,國王每周日都要屈尊與我們一同進餐,參,下降,上升,謙遜,屈尊"
condescending,"恩賜的,謙遜的,故意屈尊的,要人領情的,類,恩賜的人資助奉承的人奉承,要人領情的要人領情的氣惱的煩的,同義"
condign,"罪有應得的,嚴厲而適當的"
condition,"條件,狀況,情況,地位,調節,制約,以,為條件"
conditional,"有條件的,視,而定的,這決定于我的計劃,參,條件,有條件的,引起條件反應的"
condole,"哀悼,致悼詞,慰問,吊唁"
condone--0,"原諒,寬恕,記法給予理解寬恕,原諒"
conducive--0,"有助的,有益的,促成的"
conduct,"行為,品行,舉動,引導,帶領,處理,管理,指揮,傳導,指揮"
conduit,"記共同,拼渡,它大家一起渡過它,水溝,輸送液體,電線的,溝渠,水管,線管,管道,導管,溝渠,泉水,噴泉"
cone,"圓錐體,毬果,使成錐形"
confection,"記共同,做大家一起做甜食,甜食,例如糖果,甜點心,參,感染,感情,完美,糖果,蜜餞,調制,藥糖膏,劑,精制工藝品"
confederacy--0,"記共同,聯盟,聯盟,聯邦,聯盟,邦聯,私黨,同謀"
confer--0,"討論,商談,贈與,記法,共同,帶來,提出問題共同討論"
conference,"名詞,正式,會議,討論會,協商會"
conferring,授予學位等
confess--0,"供認,承認,懺悔,供認,承認,懺悔"
confide,"傾訴,委托,信賴"
confidence,"確信,自信,信任,保守秘密"
confident--0,"確信的,自信的,有信心的,有把握的"
confidential,"機密的,獲他人信賴的,易於信任他人的"
configuration--0,"結構,配置,輪廓,記法,全部,形狀,全體的形狀結構,佈局"
confine--0,"限制,閉居,禁閉邊緣,範圍,區域"
confined,"指空间有限的,受限制的,狭窄的,幽禁的,封闭"
confinement,"被,限制,被,禁閉,產期,分娩"
confirm,"確認,批准,証實,使更堅固,使更堅定"
confirmed,"被証實的,根深蒂固的,固定的"
confiscate,"充公,由政府沒收私人財產來作為公共財物,根共同,財富財富成為共同財產充公參,財政的,會計的,沒收,充公"
conflagration,"記共同,燒,閃耀,共同燒大火,旗,枯萎,衰退,老鼠,獅子森林大火,會使植物枯萎,獅子亂竄建築物大火會使樓倒塌,衰退,老鼠亂竄,火災,建築物或森林的毀滅性的大火,參,臭名遠揚的,使突然燃燒,大火,大火災,突發"
conflate--0,"合併,結合,混合尤指文本,她成功地將三個劇本合併在一起,編出了一部令人耳目一新的新作品"
conflict,"沖突,矛盾,爭執,爭執,撞鬥,沖突,抵觸"
conflicting,"相爭,不一致的,相矛盾的"
conflicts,衝突
confluence,"記一起,流流到一起匯流,兩條或多條溪流,匯流,河流交匯處,參,多余的,富裕,富足,類,河流在匯流處相交道路在交叉點相交,反,分歧,匯合"
conform,"使一致,使遵守,使順從,符合,相似,適應環境,一致的,順從的"
conforming,"遵照,遵守,適應"
conformist,"法律,習慣,遵守者,記,共同,形式,規範,儀禮,遵照規範儀禮"
conformity--0,"一致,符合,行為,舉止與習俗,規則,風格一致,類想法與眾不同者不會一致性格外向者不會含蓄異端的不服從慷慨的不大方"
confound--0,"使混亂,使困惑,證明為偽,挫敗"
confront,"勇敢地面對,正視,迎面遇到,使對質"
confuse,"使混淆,使混亂,使迷惑"
confused--0,"困惑的,煩惱的,混亂的,雜亂無章的"
confusing,"令人困惑的,難懂的"
confusion,"混亂,混淆,無秩序"
congeal,"記一起,擱,把所有東西擱到一起,產生一種壓縮的感覺凝固,使凍結,凝固,根凍結,反,使融化,使分解,不能凝固,使,凍結,使,凝結"
congenial--0,"意氣相投的,性情好的,好相處的氣質,合適"
congenital--0,"記共同,產生,讀頭從你出生的那一刻起,同時產生在你的腦中與生俱來的,病等,先天的,天生的,參,生殖的,祖先,起源,天生的,先天的,天賦的"
congest,"使充滿,使擁塞,醫使充血,充塞,充血,擁擠"
conglomerate,"密集而固結的,礫岩性的集成物,集塊,礫岩,使,凝聚成團"
congratulations,"用以向人,祝賀,恭喜"
congregate,"記共同,群體共同聚成群體集合,共同,門,共同,考,的同學們共同聚集在美國大使館的,門前,示威,聚集,集合,成一組,一群或集會,參,聚集,合計,社交的,群居的,聚集"
congruent--0,"全等的,將圖形重合時完全相等的,與連用,一致的參,一致的,符合的,適合的,類全等的是大小相同同時代的是時代相同不協調的使一致反抗的遵守,反義"
congruous,"一致的,符合的,數全等的"
conifer,"記,圓錐,松果,帶來帶來松果的樹一針葉樹,針葉樹,參,圓錐形的,會議,協商會,類,哺乳動物的表皮針葉植物的樹皮,植松類,針葉樹"
conjecture--0,"推測,猜想,揣摩,推測,猜想,揣摩"
conjoin,"記,結合,參加,使,結合,使,連接,使,結合,使,連結,使,聯合"
conjunction--0,"名詞,連接詞,結合,關聯"
conjure--0,"想起,變出,記法,全部,發誓,法官逼你想起來全部都要發誓"
connected,"形容詞,有關連的,連在一起的"
connection,"聯接,連結,聯系,親戚關系"
connive--0,"暗中合作,共謀,縱容假裝忽視或並未採取措施阻止錯誤"
connoisseur,"藝朮品的,鑒賞家,鑒定家,內行"
connotation--0,"含蓄,儲蓄的東西,詞,語等,內涵,言外之意"
connote,"暗示,含意,內涵"
conquer,"征服,戰勝,占領,克服,困難等,破,壞習慣等"
conquered,"征服,克服"
conquest--0,"戰勝,征服,戰利品"
conscience,"良心,是非感,知道"
conscientious,"有責任心的,負責的,本著良心的"
conscious,"有意識的,自覺的,有意識的,神志清醒的"
consciousness,"意識,知覺,自覺,覺悟,個人思想"
conscript,"強行征兵參,指示,命令,處方,聖經,聖書,類,傳票召証人征兵召士兵自動移居和強行驅逐自動從軍和強行征兵"
consensus,"一致同意,多數人的意見,輿論"
consent,"動詞,同意,贊成,名詞,同意,贊成"
consequence,"結果,後果,推理,推斷,重要性"
consequences,"結果,後果,重大,重要,性,自大,神氣活現,邏輯上的必然結果,推論"
consequential,"有重要結果的,有意義的,作為結果的,反,無價值的,無效的,結果的,相因而生的"
conservative,"保守的,支持傳統觀點和社會準則,反對變革,守舊的,在風格上傳統或拘謹,類,頑固的人不接受建議保守的人不接受改變頑固的不相信權威,反動的死板的,保守的不相信改變創新"
conservatory,"記,保存,保藏,表示地方保存蔬菜和藝術家的地方,溫室,植物園中將植物擺放得很美觀以供觀賞的暖房,音樂學院,音樂或戲劇藝術的學校,類,神學院培養神學家音樂學院培養藝術家,天文台研究天文學,溫室,音樂學校"
conserve,"蜜餞,果醬,保存,保全"
consider,"認為,考慮,體諒,照顧,考慮,思考"
considerable,"形容詞,相當大的,相當多的"
consideration,"考慮,思考,要考慮的事,體諒,關心"
considerations,注意事項
considered,"考慮過的,被尊重的"
considering,"副詞,各方面考慮起來,介系詞,就,而論,考慮到,連接詞,就,而論,考慮到"
consign--0,"把,委託,託運,共同,簽名,打發,棄置"
consistency,"連結,結合,堅固性,濃度,密度,一致性,連貫性"
consistent--0,"一致的,始終如一的,堅固的,堅實的"
consisting,組成
console,"控制臺,控制臺,安慰,藉慰"
consolidate--0,"鞏固,使聯合,統一,鞏固"
consolidation,"鞏固,合並,反,分裂,破碎,鞏固,合并"
consonant--0,"調和的,一致的,記法共同聲音同聲的一致的"
conspicuous--0,"顯著的,顯而易見的,記法共同看都能看到的卑劣的"
conspicuously,"明顯地,顯著地"
conspiracy--0,"名詞,陰謀,謀叛,共謀"
conspire,"共謀,陰謀,指事件,湊合起來"
constant--0,"常數,恆量,不變的,一定的,時常的"
constellation,"個象圖形或圖案的,星座,星群,群英薈萃,根一起,星星很多星星在起星座,星群,參,恆星的,星際的,類,星座由星星組成和音由音符組成隊伍由人組成,天星群,星座,燦爛的一群"
consternation--0,"大為吃驚,驚駭,記法全部僵硬全部僵硬"
constituent,"成分,選民,構成物,構成的,組織的,有提名權的"
constitute,"制定,法律,建立,政府,組成,任命"
constituting,構成
constitution,"憲法,構造,體質,體格,國體,章程,慣例"
constitutional,"章程的,法規的,憲法的,本質的"
constrain--0,"強迫,迫使,繩子,綑綁,束縛"
constrained,"不舒服的,被強迫的,拘泥的,反,放縱的,不舒服的,被強迫的,拘泥的"
constraint,"強制,強迫,對感情的壓抑"
constrict,"壓縮,束緊,使收縮,壓縮"
constringe--0,"使收縮,使收斂,壓縮,反,寬敞的,使收縮,使收斂,壓縮"
construct,"構造,建造,想出,作圖構成物"
constructed,建構
construe--0,"解釋,口頭翻譯"
consul,"記,理事會,參議會,顧問班子,領事,由政府派居外國,代表政府的商業利益並幫助本國公民的官員,領事,古羅馬的,兩執政官之一,史,年至年間,法蘭西共和國的,三執政官之一"
consult,"商討,商量,協商,會診,向,請教,查閱,考慮"
consume,"消耗,消費,消滅,消滅,毀滅"
consummate--0,"專業的,有造詣的,無紕漏的,完美的,最高檔次的,最大規模的"
cont,續
contact,"互通資訊,交際,互通意見,接觸,接觸,會晤,交際,使接觸,有聯系的"
contagious--0,"具有感染力的,病,傳染性的,會蔓延的,會傳播的"
contain,"包含,包括,容納,遏制,抑制,克制"
containing,"包含,包括"
containment,"遏製政策,通過締結同盟或支持沖突地區的被保護國遏製敵對勢力或意識形態的擴張或影響,圍堵政策,牽制政策"
contaminate,"弄汙,弄臟,染汙,傳染,毒害"
contemn,"侮辱,蔑視"
contemplate--0,"注視,沈思,打算,冥思苦想"
contemplative,"沉思的,冥想的,記,全部,古時候的人沉思總會跑到寺廟教堂,尋求靈感或指示,進行,沉思"
contemporary,"同時代的人,同時代的,同時,屬於同一時期的"
contempt--0,"輕視,鄙視參,誘惑,物,嘗試,努力,類,可怕的使人敬畏可鄙的使人鄙視"
contemptible,"可鄙的,表示作出的事情令人可鄙,類笑聲表示歡鬧的貶損表示可鄙的反,可敬的,可估計的"
